Nome da empresa,Endereço,Telefone,Proprietário,1. Nome da embarcaçao,2.1. Linha de atuaçao,2.2. Escalas,3. Porto de atracaçao - Origem,Linha Origem,UF Porto de atracação - Origem,4. Porto de atracaçao - Destino,Linha Destino,UF Porto de atracação - Destino,5. Número de Inscriçao,6. Ano de construçao,7. Tipo de embarcaçao,8. Material do casco,9. Comprimento,10. Boca,11. Calado,12. Pontal,13. Potência do motor,14. Velocidade,15. Número de propulsores,16. TPB,17. Deslocamento leve,18. Número de geradores,19.1 Número de Passageiros,19.2 Capacidade de Carga (t),19.3 Número de Tripulantes,19.4 Número de Redes,19.5 Número de Poltronas,19.6 Número de Camarotes,19.7 Número de Coletes,19.8 Número de Boias,19.9 Número de Bares,19.10 Número de Cozinhas,19.11 Número de Porões,19.12 Número de Escadas de Acesso Interno,19.13 Número de Portas de Acesso Lateral,19.14 Número de Conveses,19.15 Número de Funcionários de Limpeza,19.16 Número de Banheiros,19.17 Número de Vasos Sanitários,20.1 Qual é a periodicidade da manutenção da embarcação,20.1 Caso Outra,20.2 Qual o ano da última reforma ?,21.1 O recurso utilizado para fabricação/aquisição da embarcação foi:,21.1 Caso Outra,22.1 Tempo de duração da viagem entre (Origem - Destino),22.2 Tempo de duração da viagem entre (Destino - Origem),23.1 Custo Rede,23.2 Custo Poltrona,23.3 Custo Camarote,24.1 Consumo de Combustível (L) (Origem - Destino),24.2 Consumo de Combustível (L) (Destino - Origem),26. Quantas viagens essa embarcação faz por mês no sentido origem/destino,27. E quantas viagens essa embarcação faz por mês no sentido destino/origem: ,28. Há coletores para coleta seletiva de lixo?             ,29.Há pontos de recepção de resíduos no trajeto?  ,"29. Se sim, Onde ?",30. Há destinação de resíduos recicláveis?  ,31. Há destinação seletiva do óleo de cozinha?         ,32. Qual a destinação do óleo de cozinha? ,33. A embarcação possui tanque de armazenamento de efluentes?,"33. Se sim, Qual a Capacidade",34. A empresa é autorizada a prestar o serviço de transporte fluvial de Passageiros e Cargas?,"35. (SE COD 1, 2 OU 3 Na P34) Quais os órgão?",35. Caso Outros,36. . (SE COD 4 Na P34) Quais as dificuldades que o/a sr/a encontra para obter a autorização para prestação de serviço de transporte fluvial?,37. Como são atadas as redes dos passageiros na embarcação?,"38. A embarcação possui Certificado de Livre Prática em vigor? (CLP - Autorização a ser emitida pelo órgão de vigilância sanitária federal competente – ANVISA, para uma embarcação operar embarque e desembarque de viajantes, cargas ou suprimentos).",39.1 Número de Banheiros Masculinos,39.1 Número de Banheiros Femininos,39.1 Número de Banheiros Necessidades Especiais,40.1 As Pias possuem Papel toalha ?,40.2 As Pias possuem Papel Sabonete Líquido ?,QAE_01_01 Existe acesso à embarcação com largura mínima de 1 m e balaustrada de proteção?,QAE_01_02 Existem corrimãos laterais instalados na balaustrada do dispositivo de acesso com alturas de 920 e 700mm?,QAE_01_03 Existe dispositivo de acesso com piso regular e antiderrapante?,QAE_01_04 Existe dispositivo de acesso sinalizado com piso de alerta?,"QAE_01_05 Existem áreas de manobra para pessoa em cadeira de rodas entre o local de acesso e a área reservada para passageiros com deficiência ou mobilidade reduzida e áreas de uso público ou coletivo, incluindo sanitários?",QAE_01_06 Existem áreas de manobra em conformidade com os padrões normativos?,QAE_01_07 Existem áreas de circulação com largura em conformidade com o padrão normativo?,QAE_01_08 Existem camarotes acessíveis no convés destinado ao transporte de passageiros com deficiência ou mobilidade reduzida?,QAE_01_09 Existe sinalização ao acesso do camarote em conformidade com os requisitos normativo?.,QAE_01_10 Existe nível de iluminação adequado e dentro dos limites normativos?,QAE_02_01 Existe acesso ao convés de passageiros sem o uso de degrau?,QAE_02_02 Existe vão livre no acesso ao convés de passageiros maior ou igual a 800mm?,QAE_03_01 Existe disponibilidade de cadeira de rodas manual a bordo?,QAE_03_02 As dimensões e características da cadeira de rodas está em conformidade?,QAE_04_01 Existem quatro assentos preferenciais destinados às pessoas com deficiência ou com mobilidade reduzida?,QAE_04_02 Existe cromo diferenciação nos assentos preferenciais?,QAE_04_03 Existe sinalização indicativa nos assentos preferenciais?,QAE_04_04 Existe sinalização indicativa em bom estado de conservação?,QAE_04_05 Existe localização de assentos preferenciais nas fileiras de corredor e próximo aos acessos de embarque e desembarque?,QAE_04_06 Existem apoios de braços retráteis?,QAE_05_01 Existem assentos preferenciais para pessoas obesas?,QAE_05_02 A largura dos assentos preferenciais para pessoas obesas é igual à largura de dois assentos do tipo utilizado na embarcação?,"QAE_05_03 Existe um espaço livre frontal, de no mínimo 600 mm, nos assentos destinados a pessoas obesas?",QAE_05_04 Existem assentos destinados a pessoas obesas que suportem uma carga de 250kg?,QAE_06_01 Existem duas áreas reservadas e identificadas para passageiros em cadeiras de rodas (módulo de referência)?,"QAE_06_02 As dimensões dos módulos de referência, estão em conformidade com os limites estabelecidos?",QAE_06_03 Sinalização dos Módulos de referência em conformidade com os padrões estabelecidos.,QAE_06_04 Existe sistema de travamento das cadeiras de rodas eficiente?,QAE_06_05 Existe sistema de travamento fixo para cadeira de rodas no sentido longitudinal da embarcação?,QAE_06_06 O sistema de travamento está em estado satisfatório?,QAE_06_07 Existe indicação sobre utilização do sistema de travamento?,"QAE_07_01 Os obstáculos como pilares, balaustradas e apoios de mão ou qualquer outro com altura superior a 5mm receberam tratamento cromo diferenciado?","QAE_08_01 Existem elementos suspensos entre 600 e 2.100mm de altura do piso do convés que se projetem sobre as áreas de circulação, sem sinalização tátil de alerta no piso do convés (piso tátil de alerta)?",QAE_08_02 Existe piso tátil de alerta apresenta cor contrastante com o piso adjacente?,QAE_08_03 Existe sinalização em conformidade com os requisitos aplicáveis?,QAE_09_01 Existe pelo menos um boxe sanitário acessível localizado no convés destinado ao transporte de passageiros com deficiência ou mobilidade reduzida?,QAE_09_02 As dimensões estão em conformidade com os limites estabelecidos?,QAE_09_03 Existe área de transferência com dimensões em conformidade com os limites estabelecidos?,QAE_09_04 Existe área de manobra em conformidade com os requisitos aplicáveis e com dimensões em conformidade com os limites estabelecidos?,QAE_09_05 A Porta abre para fora do boxe?,QAE_09_06 O vão livre da porta está em conformidade com o limite estabelecido?,QAE_10_01 A sinalização do sanitário está em conformidade com os requisitos estabelecidos?,QAE_10_02 Existe posicionamento e funcionamento de dispositivo de sinalização de emergência?,QAE_11_01 As barras de apoio estão fixadas adequadamente e com resistência dentro dos limites estabelecidos?,QAE_11_02 Existem barras de apoio e transferência em boxes para vasos sanitários estão em conformidade com os padrões estabelecidos?,QAE_11_03 As dimensões e posicionamento das barras de apoio e transferência em boxes para vasos sanitários estão em conformidade com os padrões estabelecidos?,QAE_11_04 A altura e características de instalação dos vasos sanitários estão em conformidade com os padrões estabelecidos?,QAE_11_05 O posicionamento da descarga do vaso sanitário está em conformidade com o padrão estabelecido?,QAE_11_06 A localização dos acessórios dos banheiros não interfere com as áreas de manobra e transferência nem com a utilização das barras de apoio?,QAE_11_07 Existe puxador horizontal na porta de acesso ao boxe sanitário acessível?,QAE_11_08 Existe pelo menos um boxe para chuveiro acessível?,QAE_12_01 Existe dispositivo para transposição de portas no convés destinado ao transporte de passageiros com deficiência ou mobilidade reduzida.,QAE_12_02 Portas e seus acessos com dimensões em conformidade com os requisitos estabelecidos.,QAE_12_03 Inclinação do dispositivo de transposição de soleira dentro dos limites estabelecidos. (ver nota),Área de Navegação,Tipo de navegação
OLIVEIRA NOBRE,"AV. PRES. GETÚLIO VARGAS, SN",991059084,FRANCISCO OLIVEIRA NOBRE,CLICIA XIII,BREVES - PORTEL,BREVES - MELGAÇO - PORTEL,OLIVEIRA NOBRE,BREVES,PA,TRAPICHE MUNICIPAL DE PORTEL,PORTEL,PA,022010756-4,2015,LANCHA,ALUMÍNIO,21.99,3.90,1.00,2.00,360,25,2,16,5,1,98,12,3,0,99,0,104,4,1,0,5,0,0,1,1,2,2,ANUAL,,2017,OUTRAS SITUAÇÕES,ALUGADA,1.7,1.7,0.00,25.00,0.00,150,150,30,30,NÃO,NÃO,,NÃO,NÃO,-,NÃO,,Sim apenas de passageiros,Marinha,,,Não possui espaço para redes/poltrona,NÃO,1,1,0,NÃO,SIM,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BELÉM/MARAJÓ/TOCANTINS,ESTADUAL
A. DA COSTA MENDES COM E NAVEGAÇÃO,"RUA ANTONIO CARDOSO, SN- ANAJÁS",983274439,ALEXANDRE MENDES,COBRA SETE III,BELÉM - ANAJÁS,BELÉM- SÃO SEBASTIÃO DA BOA VISTA - CURRALINHO -BREVES - ANAJÁS,SOUSA SOBRINHO,BELÉM,PA,PORTO DE ANAJÁS,ANAJÁS,PA,211000850,2011,PASSAGEIRO/CARGA GERAL,MADEIRA,34.80,7.80,1.66,2.15,410,12,1,135,30,2,183,135,5,167,0,8,200,10,1,1,5,3,6,3,6,9,9,ANUAL,,2016,PRÓPRIO,,30,30,130.00,0.00,150.00,1500,1500,4,4,SIM,NÃO,,NÃO,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Marinha,,,"Cabides individuais, tipo escápula",NÃO,4,5,0,NÃO,SIM,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BELÉM/MARAJÓ/TOCANTINS,ESTADUAL
A. P. ALBUQUERQUE,"RUA HERME TUPINANTO, 821",988057948,ALDRIN PAIXÃO RAMOS ALBUQUERQUE,COMANDANTE ALBUQUERQUE,TEFÉ - UARINI,TEFÉ - UARINI,TERMINAL HIDROVIÁRIO DE TEFÉ,TEFÉ,AM,TRAPICHE MUNICIPAL DE UARINI,UARINI,AM,Não tem/Não informado,1990,PASSAGEIRO/CARGA GERAL,MADEIRA,23.00,6.00,1.60,1.80,100,12,1,60,12,1,12,50,3,12,0,1,20,2,0,1,2,1,2,2,1,2,2,EVENTUAL,,2015,PRÓPRIO,,6,5,40.00,0.00,0.00,120,80,4,4,SIM,NÃO,,NÃO,NÃO,-,SIM,500,"Sim, de Passageiros e Cargas",Marinha,,,"Cabides individuais, tipo escápula",NÃO,1,1,0,SIM,SIM,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,AMAZONAS,ESTADUAL
M/S COMANDANTE BARBOSA I,NÃO INFORMADO/NÃO TEM,995100521,EDSON OLIVEIRA LIMA,COMANDANTE BARBOSA I,MANAUS - BERURI,MANAUS - MANACAPURU - ANAMÃ - BERURI,BALSA VERMELHA - MANAUS MODERNA ,MANAUS,AM,PORTO MUNICIPAL DE BERURI,BERURI,AM,11434767,2011,PASSAGEIRO/CARGA GERAL,MADEIRA,26.50,6.00,1.62,2.20,280,12,1,28,8,1,72,22,6,72,0,3,80,2,1,1,3,1,2,2,2,3,3,SEMESTRAL,,2016,PRÓPRIO,,12,15,50.00,0.00,100.00,400,500,4,4,SIM,SIM,NOS PORTOS,SIM,NÃO,-,SIM,2000,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,SIM,2,1,1,SIM,SIM,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,AMAZONAS,ESTADUAL
COMANDANTE BECIL,NÃO INFORMADO/NÃO TEM,991826453,ADELSON FONSECA,COMANDANTE BECIL,MANAUS - JANAUACÁ,MANAUS - JANAUACÁ,BALSA VERDE - MANAUS MODERNA,MANAUS,AM,TRAPICHE MUNICIPAL DE JANAUACÁ,JANAUACÁ,AM,001014709-5,Não informado,PASSAGEIRO/CARGA GERAL,MADEIRA,19.00,4.00,1.85,2.20,160,10,1,35,5,,65,30,2,65,0,1,70,3,1,1,1,2,2,2,2,1,1,ANUAL,,2015,PRÓPRIO,,5,4,25.00,0.00,0.00,200,100,2,2,SIM,NÃO,,NÃO,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,SIM,1,1,0,NÃO,NÃO,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,AMAZONAS,ESTADUAL
MIGUEL,"RUA SÃO FRANCISCO, 60",993840604,NÃO INFORMADO,COMANDANTE BINDÁ,MANAUS - ITAMARATI,MANAUS - JURUÁ - CARAUARI - ITAMARATI,BALSA VERDE - MANAUS MODERNA,MANAUS,AM,TERMINAL HIDROVIÁRIO DE ITAMARATI,ITAMARATI,AM,Não tem/Não informado,Não informado,PASSAGEIRO/CARGA GERAL,MADEIRA,24.00,6.00,2.50,3.00,315,12,2,118,20,1,70,100,7,70,0,2,70,4,1,1,2,2,2,2,1,4,4,ANUAL,,2015,PRÓPRIO,,216,200,450.00,0.00,600.00,8000,6000,1,1,NÃO,NÃO,,NÃO,NÃO,-,SIM,500,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,SIM,2,2,0,NÃO,NÃO,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,AMAZONAS,ESTADUAL
NÃO TEM/NÃO INFORMADO/INFORMAL,NÃO INFORMADO/NÃO TEM,Não tem/Não informado,NÃO INFORMOU,COMANDANTE BORGES,ANAJÁS - BREVES,ANAJÁS - BREVES,PORTO DE ANAJÁS,ANAJÁS,PA,PORTO DAS ORGANIZAÇÕES ALMEIDA,BREVES,PA,Não tem/Não informado,2010,PASSAGEIRO/CARGA GERAL,MADEIRA,25.00,6.00,1.50,2.20,450,14,1,65,12,2,75,50,3,75,0,2,80,2,0,1,3,0,2,1,1,2,2,EVENTUAL,,2013,PRÓPRIO,,15,15,60.00,0.00,0.00,300,300,8,8,SIM,NÃO,,NÃO,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,SIM,1,1,0,SIM,SIM,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BELÉM/MARAJÓ/TOCANTINS,ESTADUAL
COOPERATIVA COPERBIC,"RUA MAGALHÃES BARATA, SN - ICOARACI",987063678,ANA LÚCIA JESUS BARROS,COMANDANTE CABRAL,ICOARACI - COTIJUBA,ICOARACI - COTIJUBA,TRAPICHE DE ICOARACI,ICOARACI,PA,TRAPICHE DE COTIJUBA,COTIJUBA,PA,00500408-9,2003,PASSAGEIRO,MADEIRA,14.00,3.80,1.20,1.60,270,16,1,25,6,1,66,0,3,0,66,0,75,4,0,0,1,0,0,1,3,1,1,EVENTUAL,,2015,PRÓPRIO,,0.6,0.6,0.00,5.00,0.00,20,20,30,30,NÃO,NÃO,,NÃO,NÃO,-,NÃO,,Sim apenas de passageiros,Marinha,,,Não possui espaço para redes/poltrona,NÃO,1,0,0,NÃO,NÃO,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BELÉM/MARAJÓ/TOCANTINS,TRAVESSIA
NÃO TEM/NÃO INFORMADO/INFORMAL,"AV. AMAZONAS, 214",32225544,MARLÚCIO CAMPOS,COMANDANTE CAMPOS,MACAPÁ - BAILIQUE,MACAPÁ - BAILIQUE,PORTO CANAL DO JANDIÁ,MACAPÁ,AP,TRAPICHE MUNICIPAL DE BAILIQUE,BAILIQUE,AP,022008906-0,2006,PASSAGEIRO/CARGA GERAL,MADEIRA,19.00,4.50,1.00,1.80,240,14,1,16,4,2,60,12,3,60,0,3,63,2,1,1,3,2,4,2,3,3,3,EVENTUAL,,2014,PRÓPRIO,,12,12,60.00,0.00,0.00,220,240,4,4,SIM,NÃO,,SIM,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Antaq,,,Varão metálico,SIM,1,1,1,SIM,SIM,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,AMAPÁ,ESTADUAL
NÃO TEM/INFORMAL,NÃO INFORMADO/NÃO TEM,Não tem/Não informado,NÃO INFORMADO,COMANDANTE CARLOS HENRIQUE,TABATINGA - BENJAMIN CONSTANT,TABATINGA - BENJAMIN CONSTANT,TERMINAL HIDROVIARIO DE TABATINGA,TABATINGA,AM,TERMINAL HIDROVIÁRIO DE BENJAMIN CONSTANT,BENJAMIN CONSTANT,AM,70110638,2005,CHATA,FIBRA,7.20,1.90,0.70,1.00,200,40,1,10,3,1,16,8,1,0,6,0,17,2,0,0,0,0,0,1,1,0,0,ANUAL,,2014,PRÓPRIO,,0.5,0.5,0.00,20.00,0.00,50,50,30,30,NÃO,NÃO,,NÃO,NÃO,-,NÃO,,Sim apenas de passageiros,Marinha,,,Não possui espaço para redes/poltrona,NÃO,0,0,0,NÃO,NÃO,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,AMAZONAS,TRAVESSIA
CASTELO E CASTELO LTDA,"RUA RIO BRANCO, 1408",991318318,MANOEL CONCEIÇÃO CASTELO,COMANDANTE CASTELO,MACAPÁ - BREVES,MACAPÁ - BREVES,PEDRINHAS,MACAPÁ,AP,TERMINAL HIDROVIÁRIO DE BREVES,BREVES,PA,Não tem/Não informado,2010,PASSAGEIRO/CARGA GERAL,AÇO NAVAL,24.00,6.00,1.20,1.60,270,15,2,100,20,5,100,80,4,120,0,1,100,3,1,1,3,3,4,2,2,4,4,SEMESTRAL,,2015,PRÓPRIO,,14,14,70.00,0.00,0.00,700,700,4,4,SIM,NÃO,,NÃO,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,SIM,2,2,0,SIM,SIM,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,AMAPÁ,INTERESTADUAL
CASTELO E CASTELO LTDA,"RUA RIO BRANCO, 1408",Não tem/Não informado,MARCELO,COMANDANTE CASTELO III,MACAPÁ - PORTEL,MACAPÁ - BREVES - PORTEL,PEDRINHAS,MACAPÁ,AP,TRAPICHE MUNICIPAL DE PORTEL,PORTEL,PA,022009214-1,2013,FERRY BOAT,AÇO NAVAL,25.00,6.90,1.30,1.70,315,14,2,59,9,2,212,50,6,212,0,6,240,6,1,1,1,3,1,3,3,9,9,SEMESTRAL,,2015,PRÓPRIO,,18,18,80.00,0.00,150.00,1000,1000,4,4,NÃO,NÃO,,NÃO,NÃO,-,SIM,2200,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,NÃO,4,4,1,SIM,SIM,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,AMAPÁ,INTERESTADUAL
NÃO TEM/INFORMAL,NÃO INFORMADO/NÃO TEM,Não tem/Não informado,JOÃO FRANCISCO,COMANDANTE CUNHA,ITAITUBA - AVEIRO,ITAITUBA - BARREIRAS - BRASÍLIA LEGAL - FORLÂNDIA - AVEIRO,TERMINAL HIDROVIÁRIO DE ITAITUBA,ITAITUBA,PA,TRAPICHE MUNICIPAL DE AVEIRO,AVEIRO,PA,Não tem/Não informado,2013,PASSAGEIRO/CARGA GERAL,MADEIRA,18.00,4.00,1.00,1.20,200,12,1,24,5,1,45,20,3,45,0,0,50,2,0,1,1,1,2,2,1,2,2,EVENTUAL,,2014,PRÓPRIO,,7,7,30.00,0.00,0.00,150,150,8,8,SIM,NÃO,,NÃO,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,NÃO,1,1,0,NÃO,NÃO,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,,,,,,,,,,,BAIXO AMAZONAS,ESTADUAL
PENA NAVEGAÇÃO,NÃO INFORMADO/NÃO TEM,981221303,MOISÉS,COMANDANTE DIEGO,MACAPÁ - BAILIQUE,MACAPÁ - BAILIQUE,PORTO CANAL DO JANDIÁ,MACAPÁ,AP,TRAPICHE MUNICIPAL DE BAILIQUE,BAILIQUE,AP,021031003-21,Não informado,PASSAGEIRO/CARGA GERAL,MADEIRA,20.00,5.20,1.70,2.30,280,14,1,100,24,1,100,88,4,49,0,4,55,2,0,1,3,2,2,2,2,3,3,EVENTUAL,,2015,PRÓPRIO,,12,12,60.00,0.00,150.00,225,225,4,4,NÃO,NÃO,,NÃO,NÃO,-,SIM,300,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,NÃO,1,1,1,SIM,SIM,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,AMAPÁ,ESTADUAL
NÃO TEM/INFORMAL,NÃO INFORMADO/NÃO TEM,Não tem/Não informado,JOÃO PAULO,COMANDANTE FAGNER VI,SANTARÉM - CACHOEIRA DO ARUÃ,SANTARÉM - CACHOEIRA DO ARUÃ,MERCADÃO 2000,SANTARÉM,PA,PORTO COMUNIDADE DE CACHOEIRA DO ARUÃ,CACHOEIRA DO ARUÃ,PA,Não tem/Não informado,2008,PASSAGEIRO,MADEIRA,21.00,7.50,1.20,1.40,160,14,1,20,5,1,50,20,2,50,0,1,50,3,0,1,1,1,2,1,2,2,2,ANUAL,,2016,PRÓPRIO,,8,8,50.00,0.00,0.00,250,250,4,4,SIM,NÃO,,NÃO,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Marinha,,,Varão metálico,NÃO,1,1,0,SIM,NÃO,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,,,,,,,,,,,,,,,,,,BAIXO AMAZONAS,ESTADUAL
FRANCISCO BARBOSA FERREIRA,"TV. DOUTOR CIPRIANO SANTOS, SN",984153131,FRANCISCO BARBOSA FERREIRA,COMANDANTE FERREIRA,MUANÁ - CACHOEIRA DO ARARI,MUANÁ - CACHOEIRA DO ARARI,TRAPICHE MUNICIPAL SÃO FRANCISCO DE PAULA,MUANÁ,PA,TRAPICHE MUNICIPAL DE CACHOEIRA DO ARARI,CACHOEIRA DO ARARI,PA,Não tem/Não informado,1990,PASSAGEIRO/CARGA GERAL,MADEIRA,20.00,4.80,2.31,2.50,150,20,1,60,13,1,30,44,4,0,0,1,7,2,0,1,1,2,2,1,1,1,1,ANUAL,,2014,PRÓPRIO,,9,9,30.00,0.00,0.00,150,150,2,2,SIM,NÃO,,NÃO,NÃO,-,SIM,200,"Sim, apenas de Carga",Marinha,,,Varão metálico,SIM,1,0,0,SIM,SIM,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BELÉM/MARAJÓ/TOCANTINS,ESTADUAL
S TAVARES GARCIA MERCANTIL,"AV. ANTONIO AZEVEDO, 70",Não tem/Não informado,SESOLINO TAVARES GARCIA,COMANDANTE GARCIA II,BELÉM - MUANÁ,BELÉM - BARCARENA - MUANÁ,MELO,BELÉM,PA,TRAPICHE MUNICIPAL SÃO FRANCISCO DE PAULA,MUANÁ,PA,Não tem/Não informado,2016,FERRY BOAT,AÇO NAVAL,36.00,9.00,1.80,2.00,315,16,2,400,70,2,309,336,6,309,54,13,400,16,1,1,14,5,4,3,2,12,12,ANUAL,,2017,PRÓPRIO,,12,12,35.00,0.00,100.00,800,800,8,8,SIM,NÃO,,NÃO,NÃO,-,NÃO,,"Sim, de Passageiros e Cargas",Marinha,,,"Cabides individuais, tipo escápula",SIM,6,6,0,NÃO,NÃO,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BELÉM/MARAJÓ/TOCANTINS,ESTADUAL
